id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
397,"¡Hola, ! Me siento muy ansioso por el trabajo, especialmente en lo que respecta a la comunicación. Parece que cada vez que intento expresarme o discutir mis preocupaciones con mis colegas o superiores, me siento abrumado y estresado. La presión de rendir y cumplir con las expectativas me pesa y ya no sé cómo afrontarla.",Estrés (DASS-21),Crítico
398,"Hoy me siento esperanzado, pero no puedo escapar del dolor que conlleva el conflicto familiar en curso. Ha sido una batalla constante, como una tormenta interminable de emociones. Siento que los miembros de mi propia familia me están intimidando y eso me está destrozando.",General / Apoyo Emocional,Bajo
399,"Hola , espero que estés bien hoy! Realmente necesito hablar sobre algo que me ha estado molestando últimamente. He estado luchando contra la adicción y ha causado mucha confusión en mi vida. Sólo quiero encontrar la paz y seguir adelante con este patrón destructivo.",General / Apoyo Emocional,Bajo
400,"Últimamente me siento muy desanimado, . Ha habido muchos conflictos con mis amigos y eso me está agobiando.",General / Apoyo Emocional,Bajo
401,"Me siento tan abrumada, . El trabajo se ha convertido en una fuente constante de estrés para mí y me siento un fracasado.",Estrés (DASS-21),Moderado
402,"Tengo miedo, . Últimamente el trabajo ha estado pasando factura a mi salud.",Ansiedad (DASS-21),Moderado
403,"Hola , no puedo dejar de pensar en algo doloroso relacionado con mi pasado. Es como si estuviera atrapado en este bucle interminable de abuso y no sé cómo liberarme.",General / Apoyo Emocional,Bajo
404,"Hola , espero que estés bien. Sólo quería comunicarme con usted porque últimamente me he sentido un poco celoso y todo se debe a esta reciente ruptura.",General / Apoyo Emocional,Bajo
405,Me siento muy molesto ahora mismo. Ella acaba de decirme que mis problemas de salud son más graves de lo que pensaba.,General / Apoyo Emocional,Bajo
406,"Estoy muy preocupada, . Parece que no puedo deshacerme de este abrumador sentimiento de ansiedad que me ha estado consumiendo últimamente. Es como una nube oscura que me sigue a donde quiera que vaya y no puedo escapar de ella. Prometo que he estado intentando todo lo que puedo para aliviarlo, pero cada vez es más difícil.",Estrés (DASS-21),Moderado
407,"Ha sido difícil últimamente, . Perdí a mi mejor amigo y el dolor es simplemente abrumador. No sé cómo seguir sin ellos.",Estrés (DASS-21),Moderado
408,"Me siento decepcionado, . He estado luchando contra la ansiedad, especialmente cuando se trata de ser padre. Es abrumador y está afectando mi capacidad de estar presente para mis hijos.",Estrés (DASS-21),Moderado
409,Estoy entusiasmado por comenzar un nuevo pasatiempo. Su nombre es Samantha y sugirió que intentáramos pintar juntas.,General / Apoyo Emocional,Bajo
410,"Uf, estoy tan enojado ahora mismo. Mi novia y yo tuvimos una gran pelea anoche.",General / Apoyo Emocional,Bajo
411,"Hola , espero que te encuentres bien hoy. Últimamente he estado luchando con algunos conflictos familiares y esperaba que pudieras ayudarme. Verás, siempre me han gustado las relaciones felices y saludables, especialmente cuando se trata de amistad dentro de mi familia. Pero últimamente siento que los cimientos de la amistad se han ido desmoronando, lo que me hace sentir perdida e insegura sobre cómo afrontar estos conflictos.",General / Apoyo Emocional,Bajo
412,"Hola , últimamente me siento muy preocupado y deprimido. Parece que no puedo deshacerme de este sentimiento de tristeza y está afectando mi vida diaria. Además, mi pareja y yo estamos pasando por un momento realmente difícil y temo que eso pueda terminar en divorcio.",Ansiedad (DASS-21),Moderado
413,"Me he sentido muy abrumada últimamente, . El estrés es demasiado difícil de manejar.",Estrés (DASS-21),Moderado
414,"Tengo esperanzas en mi futuro, pero no puedo evitar sentirme increíblemente tenso en lo que respecta a mi carrera. Ha sido una fuente de ansiedad constante para mí y necesito orientación.",Ansiedad (DASS-21),Moderado
415,"Hola , espero que te encuentres bien hoy. Quería hablar de algo que me ha estado molestando últimamente. He notado que tiendo a ponerme a la defensiva con bastante facilidad, especialmente cuando se trata de recibir críticas de otros. Es algo en lo que realmente quiero trabajar porque creo que me está frenando el crecimiento personal y las relaciones positivas. ¿Puedes ayudarme a entender por qué reacciono de esta manera?",General / Apoyo Emocional,Bajo
416,"Me siento frustrado y estancado, . Últimamente he estado lidiando con una decisión difícil y le ha pasado factura a mi corazón.",General / Apoyo Emocional,Bajo
417,"Me siento tan perdida, . Mi vida se ha convertido en un ciclo interminable de decepciones y expectativas destrozadas.",General / Apoyo Emocional,Bajo
418,¡Oye ! Realmente necesito hablar sobre algo que me ha estado molestando. Últimamente me he sentido enojado y me resulta difícil tomar decisiones.,General / Apoyo Emocional,Bajo
419,"Me siento tan perdida, . Ya no sé qué hacer. He estado luchando con mis problemas de salud y parece que no puedo encontrar una salida. Siento que me he perdido en esta batalla.",General / Apoyo Emocional,Bajo
420,Estoy decepcionado con ella.,General / Apoyo Emocional,Bajo
421,"He estado muy estresada últimamente, . Mi nuevo compañero de trabajo realmente me está afectando. No sé cómo manejarlo.",Estrés (DASS-21),Moderado
422,Me sorprende  y siento una profunda sensación de traición.,General / Apoyo Emocional,Bajo
423,"Estoy en shock, . Realmente soy. Nunca pensé que me encontraría en esta situación. No sé qué hacer ni cómo manejarlo. Me siento tan perdido.",General / Apoyo Emocional,Bajo
424,Me siento muy arrepentido y abrumado por este constante sentimiento de rechazo. Es como si nunca pudiera tomar un descanso y eso me agobia.,Estrés (DASS-21),Moderado
425,Últimamente me siento muy asustado y aislado. Mis problemas de salud me han estado agobiando y ha sido difícil encontrar apoyo.,Ansiedad (DASS-21),Moderado
426,"No sé por dónde empezar, . Me siento tan agotado todo el tiempo. Es como si no importara cuánto duermo, me despierto sintiéndome agotado.",Burnout Estudiantil (MBI-SS),Moderado
427,"Me siento tan agotado hoy, . Ha sido una semana difícil en el trabajo y no puedo deshacerme de esta sensación de tensión constante. Mi trabajo se está volviendo abrumador.",Estrés (DASS-21),Moderado
428,"Hola , últimamente me he sentido muy decepcionado conmigo mismo. Es como si no pudiera confiar en mí mismo para manejar ni siquiera las tareas más simples. La ansiedad sigue devorándome.",Ansiedad (DASS-21),Moderado
429,Me he sentido muy estresada últimamente. Es como un peso sobre mis hombros del que parece que no puedo quitarme de encima. También he experimentado una pérdida importante en mi vida recientemente.,Estrés (DASS-21),Moderado
430,"Estoy tan cansada, . El constante conflicto familiar me está agotando. Siento que tengo que tomar una decisión difícil, pero no sé por dónde empezar.",General / Apoyo Emocional,Bajo
431,"Me siento muy feliz hoy, . Hay un sentimiento de amor dentro de mí y no puedo evitar sonreír. He estado pensando mucho en él, mi pareja y en la suerte que tengo de tenerlo en mi vida.",General / Apoyo Emocional,Bajo
432,"Me he sentido muy distraído últimamente y parece que no puedo encontrar ningún éxito en mi vida. Es como si estuviera constantemente dando vueltas en círculos, sin lograr ningún progreso.",General / Apoyo Emocional,Bajo
433,"Hola, . Espero que estés bien hoy. Últimamente me he sentido muy ansioso, especialmente cuando se trata de mi novia.",General / Apoyo Emocional,Bajo
434,"Hola , espero que puedas ayudarme. Tengo mucho miedo y está empezando a afectar mi vida diaria. Mi familia lo ha notado y también están preocupados por mí.",Ansiedad (DASS-21),Crítico
435,"Me he sentido deprimido últimamente, amigo. Es como si estuviera constantemente luchando contra este sentimiento de rechazo.",General / Apoyo Emocional,Bajo
436,"Hola , espero que te encuentres bien. Debo admitir que me da un poco de vergüenza hablar de esto, pero creo que es hora de abordar el trauma que llevo conmigo.",General / Apoyo Emocional,Bajo
437,"Sólo quiero que las cosas vuelvan a ser pacíficas, pero él parece siempre encontrar una manera de crear conflicto.",General / Apoyo Emocional,Bajo
438,"Me siento muy preocupado, . Hay un conflicto constante dentro de mí del que parece que no puedo escapar. Está consumiendo mis pensamientos y agotando cualquier gramo de alegría en mi vida. Sé que tengo una adicción y me está destrozando.",Ansiedad (DASS-21),Moderado
439,"Hola , me siento muy enojado y últimamente ha habido muchos conflictos en mis relaciones personales.",General / Apoyo Emocional,Bajo
440,"No puedo evitar sentirme culpable cada vez que encuentro éxito en la vida. Es como si el peso de mi ansiedad magnificara cada logro, haciéndolo sentir insignificante.",Ansiedad (DASS-21),Moderado
441,"Hola , hoy me sorprendió mucho en el trabajo. Enfrenté mucho rechazo y me ha estado agobiando.",General / Apoyo Emocional,Bajo
442,"Me siento nervioso por el estado de mis relaciones personales, especialmente con mi esposa.",Ansiedad (DASS-21),Moderado
443,"Tengo mucho miedo, . Asustado por mi capacidad de ser un buen padre. Esta depresión me hace muy difícil estar presente y comprometido con mis hijos.",Ansiedad (DASS-21),Crítico
444,"Últimamente tengo mucho miedo, . Es como si esta pesada nube de tristeza acabara de envolverme y no sé cómo escapar de ella. No puedo evitar pensar que estos sentimientos tienen algo que ver con mi infancia.",Ansiedad (DASS-21),Moderado
445,Hola amigo. Yo... realmente necesito hablar. Ya no sé qué hacer. La tensión en mi familia es insoportable. Siento que me estoy asfixiando.,Ansiedad (DASS-21),Moderado
446,"Hola , espero que estés bien. Sólo necesitaba alguien con quien hablar, un amigo, y lo siento si estoy entrometiendo.",General / Apoyo Emocional,Bajo
447,"Hola , necesito hablar sobre algo que me ha estado agobiando. Últimamente me he sentido muy disgustado y en pánico debido a esta angustia por la que he estado pasando.",Ansiedad (DASS-21),Moderado
448,"No puedo concentrarme, . Me siento tan distraído por esta abrumadora sensación de traición.",Estrés (DASS-21),Moderado
449,"Hola , últimamente me siento muy estresado. Ella, mi compañera de trabajo, me ha estado dando problemas en el trabajo y no sé qué hacer al respecto.",Estrés (DASS-21),Moderado
450,"Últimamente me he sentido muy a la defensiva, especialmente en lo que respecta a mi trabajo. Siento que por mucho que lo intente, nunca es suficiente. Mi autoestima ha recibido un gran golpe.",General / Apoyo Emocional,Bajo
451,"Hola , espero que te encuentres bien. Me he sentido muy confundido y he estado lidiando con algunas críticas últimamente. Simplemente no sé cómo manejar esta angustia por la que he estado pasando. Me ha estado agobiando y parece que no puedo encontrar una salida a esta confusión emocional.",General / Apoyo Emocional,Bajo
452,"Últimamente me siento muy disgustado con mi trabajo. La presión y el estrés constantes han pasado factura a mi bienestar mental. No puedo deshacerme de este sentimiento de soledad, ni siquiera cuando estoy rodeado de colegas.",Estrés (DASS-21),Crítico
453,"Hola , espero que te encuentres bien hoy. Me siento un poco deprimido y triste, pero confío en que la terapia puede ayudarme a superarlo. Mis objetivos para la terapia son comprenderme mejor a mí mismo y encontrar formas de afrontar estas emociones.",General / Apoyo Emocional,Bajo
454,"Me he sentido muy abrumada últimamente, . Es como si todo estuviera fuera de control y parece que no puedo encontrar ninguna estabilidad en mi vida.",General / Apoyo Emocional,Bajo
455,Últimamente me siento muy enojado y está empezando a pasarle factura a mi matrimonio.,General / Apoyo Emocional,Bajo
456,"Hola , últimamente me he sentido muy triste y abandonado. Es como si el estrés relacionado con el trabajo se hubiera apoderado de mi vida.",Estrés (DASS-21),Moderado
457,"Estoy tan agotada, . No sé cuánto más puedo aguantar. Siento como si cada relación personal en mi vida me estuviera deprimiendo. Me siento engañado.",General / Apoyo Emocional,Bajo
458,"Estoy experimentando emociones contradictorias en este momento. Por un lado, me siento feliz de haber tenido finalmente el coraje de poner fin a una relación tóxica. Pero, por otro lado, también tengo una sensación de aislamiento, como si hubiera perdido una parte de mí en el proceso.",General / Apoyo Emocional,Bajo
